IDDECOLONIA,DESCRIPCION
18913,30583
18914,30583
18915,30583
18916,30583
18917,30583
18918,30583
18919,30583
18920,30583
18921,30583
18922,30583
18923,30583
18924,30583
18925,30583
18926,30583
18927,30583
18928,30583
18929,30583
18930,30583
18931,30583
18932,30583
18933,30583
18934,30583
18935,30583
18936,30583
18937,30583
18938,30584
18939,30584
18940,30584
18941,30584
18942,30584
18943,30584
18944,30584
18945,30584
18946,30584
18947,30584
18948,30584
18949,30584
18950,30584
18951,30584
18952,30584
18953,30584
18954,30584
18955,30584
18956,30584
18957,30584
18958,30584
18959,30584
18960,30584
18961,30584
18962,30584
18963,30584
18964,30584
18965,30584
18966,30584
18967,30584
18968,30584
18969,30584
18970,30584
18971,30584
18972,30584
18973,30584
18974,30584
18975,30584
18976,30584
18977,30584
18978,30584
18979,30584
18980,30584
18981,30584
18982,30584
18983,30584
18984,30584
18985,30584
18986,30584
18987,30584
18988,30584
18989,30584
18990,30584
18991,30584
18992,30584
18993,30584
18994,30584
18995,30584
18996,30584
18997,30584
18998,30585
18999,30585
19000,30585
19001,30585
19002,30585
19003,30585
19004,30585
19005,30585
19006,30585
19007,30585
19008,30585
19009,30585
19010,30585
19011,30585
19012,30585
19013,30585
19014,30585
19015,30585
19016,30585
19017,30585
19018,30585
19019,30585
19020,30585
19021,30585
19022,30585
19023,30585
19024,30586
19025,30586
19026,30586
19027,30586
19028,30586
19029,30586
19030,30586
19031,30586
19032,30586
19033,30586
19034,30587
19035,30587
19036,30587
19037,30587
19038,30587
19039,30587
19040,30587
19041,30587
19042,30587
19043,30587
19044,30587
19045,30587
19046,30587
19047,30587
19048,30587
19049,30587
19050,30587
19051,30587
19052,30587
19053,30587
19054,30587
19055,30587
19056,30587
19057,30587
19058,30587
19059,30587
19060,30587
19061,30587
19062,30587
19063,30587
19064,30587
19065,30587
19066,30587
19067,30587
19068,30587
19069,30587
19070,30587
19071,30587
19072,30587
19073,30587
19074,30587
19075,30587
19076,30587
19077,30587
19078,30587
19079,30590
19080,30590
19081,30590
19082,30590
19083,30590
19084,30590
19085,30590
19086,30590
19087,30590
19088,30590
19089,30593
19090,30593
19091,30593
19092,30593
19093,30593
19094,30593
19095,30593
19096,30593
19097,30593
19098,30593
19099,30593
19100,30593
19101,30593
19102,30593
19103,30593
19104,30593
19105,30593
19106,30593
19107,30593
19108,30593
19109,30593
19110,30593
19111,30593
19112,30594
19113,30594
19114,30594
19115,30594
19116,30594
19117,30594
19118,30594
19119,30594
19120,30594
19121,30594
19122,30594
19123,30594
19124,30594
19125,30594
19126,30594
19127,30594
19128,30594
19129,30594
19130,30594
19131,30594
19132,30594
19133,30594
19134,30594
19135,30594
19136,30594
19137,30594
19138,30594
19139,30594
19140,30594
19141,30594
19142,30594
19143,30594
19144,30594
19145,30594
19146,30594
19147,30595
19148,30595
19149,30595
19150,30595
19151,30595
19152,30595
19153,30595
19154,30595
19155,30595
19156,30595
19157,30595
19158,30596
19159,30596
19160,30596
19161,30596
19162,30596
19163,30596
19164,30596
19165,30596
19166,30597
19167,30597
19168,30597
19169,30597
19170,30597
19171,30597
19172,30597
19173,30597
19174,30600
19175,30600
19176,30600
19177,30600
19178,30600
19179,30600
19180,30600
19181,30600
19182,30600
19183,30600
19184,30600
19185,30600
19186,30600
19187,30603
19188,30603
19189,30603
19190,30603
19191,30603
19192,30604
19193,30604
19194,30604
19195,30604
19196,30604
19197,30604
19198,30604
19199,30604
19200,30604
19201,30604
19202,30605
19203,30605
19204,30605
19205,30605
19206,30605
19207,30605
19208,30605
19209,30605
19210,30605
19211,30605
19212,30605
19213,30605
19214,30606
19215,30606
19216,30606
19217,30606
19218,30607
19219,30607
19220,30607
19221,30607
19222,30607
19223,30607
19224,30607
19225,30607
19226,30607
19227,30610
19228,30610
19229,30610
19230,30610
19231,30610
19232,30613
19233,30613
19234,30613
19235,30613
19236,30613
19237,30614
19238,30614
19239,30614
19240,30614
19241,30615
19242,30615
19243,30615
19244,30615
19245,30616
19246,30616
19247,30616
19248,30616
19249,30616
19250,30617
19251,30617
19252,30617
19253,30617
19254,30620
19255,30620
19256,30620
19257,30620
19258,30620
19259,30620
19260,30620
19261,30620
19262,30620
19263,30620
19264,30620
19265,30623
19266,30623
19267,30623
19268,30623
19269,30623
19270,30623
19271,30623
19272,30623
19273,30624
19274,30624
19275,30624
19276,30624
19277,30624
19278,30624
19279,30624
19280,30624
19281,30624
19282,30624
19283,30625
19284,30625
19285,30625
19286,30625
19287,30625
19288,30626
19289,30626
19290,30626
19291,30626
19292,30626
19293,30627
19294,30627
19295,30627
19296,30627
19297,30627
19298,30627
19299,30630
19300,30630
19301,30630
19302,30633
19303,30633
19304,30633
19305,30633
19306,30633
19307,30633
19308,30633
19309,30633
19310,30634
19311,30634
19312,30634
19313,30634
19314,30634
19315,30634
19316,30635
19317,30635
19318,30635
19319,30635
19320,30635
19321,30635
19322,30635
19323,30636
19324,30636
19325,30636
19326,30636
19327,30636
19328,30637
19329,30637
19330,30637
19331,30637
19332,30640
19333,30640
19334,30640
19335,30640
19336,30640
19337,30640
19338,30640
19339,30640
19340,30640
19341,30640
19342,30640
19343,30640
19344,30640
19345,30640
19346,30640
19347,30640
19348,30640
19349,30640
19350,30640
19351,30640
19352,30640
19353,30640
19354,30640
19355,30640
19356,30640
19357,30640
19358,30640
19359,30640
19360,30640
19361,30640
19362,30640
19363,30640
19364,30640
19365,30640
19366,30640
19367,30640
19368,30640
19369,30643
19370,30643
19371,30644
19372,30644
19373,30644
19374,30644
19375,30644
19376,30644
19377,30644
19378,30644
19379,30644
19380,30645
19381,30645
19382,30645
19383,30646
19384,30646
19385,30646
19386,30647
19387,30647
19388,30647
19389,30647
19390,30647
19391,30648
19392,30648
19393,30648
19394,30648
19395,30648
19396,30649
19397,30649
19398,30649
19399,30649
19400,30649
19401,30649
19402,30649
19403,30649
19404,30649
19405,30649
19406,30650
19407,30650
19408,30650
19409,30650
19410,30650
19411,30650
19412,30650
19413,30650
19414,30650
19415,30650
19416,30650
19417,30650
19418,30650
19419,30650
19420,30650
19421,30650
19422,30650
19423,30650
19424,30650
19425,30650
19426,30650
19427,30650
19428,30650
19429,30650
19430,30650
19431,30650
19432,30650
19433,30654
19434,30654
19435,30654
19436,30655
19437,30655
19438,30655
19439,30656
19440,30656
19441,30660
19442,30660
19443,30660
19444,30660
19445,30660
19446,30660
19447,30660
19448,30660
19449,30662
19450,30662
19451,30664
19452,30665
19453,30665
19454,30665
19455,30665
19456,30665
19457,30665
19458,30666
19459,30666
19460,30666
19461,30666
19462,30666
19463,30666
19464,30666
19465,30667
19466,30667
19467,30667
19468,30667
19469,30667
19470,30670
19471,30670
19472,30670
19473,30670
19474,30670
19475,30670
19476,30670
19477,30670
19478,30670
19479,30670
19480,30670
19481,30673
19482,30673
19483,30673
19484,30673
19485,30673
19486,30673
19487,30673
19488,30674
19489,30674
19490,30674
19491,30674
19492,30674
19493,30674
19494,30674
19495,30674
19496,30674
19497,30675
19498,30675
19499,30675
19500,30675
19501,30675
19502,30675
19503,30676
19504,30676
19505,30676
19506,30677
19507,30680
19508,30680
19509,30680
19510,30680
19511,30680
19512,30680
19513,30680
19514,30680
19515,30680
19516,30680
19517,30680
19518,30680
19519,30680
19520,30680
19521,30683
19522,30683
19523,30683
19524,30683
19525,30683
19526,30683
19527,30686
19528,30686
19529,30689
19530,30690
19531,30690
19532,30693
19533,30693
19534,30693
19535,30693
19536,30693
19537,30693
19538,30693
19539,30693
19540,30693
19541,30695
19542,30700
19543,30705
19544,30709
19545,30710
19546,30710
19547,30710
19548,30716
19549,30718
19550,30719
19551,30719
19552,30719
19553,30719
19554,30719
19555,30719
19556,30719
19557,30720
19558,30720
19559,30720
19560,30720
19561,30720
19562,30720
19563,30720
19564,30723
19565,30723
19566,30723
19567,30723
19568,30723
19569,30723
19570,30723
19571,30723
19572,30723
19573,30725
19574,30725
19575,30726
19576,30729
19577,30729
19578,30729
19579,30729
19580,30730
19581,30730
19582,30730
19583,30730
19584,30730
19585,30730
19586,30734
19587,30734
19588,30734
19589,30734
19590,30734
19591,30734
19592,30734
19593,30734
19594,30735
19595,30735
19596,30735
19597,30735
19598,30735
19599,30735
19600,30735
19601,30736
19602,30737
19603,30737
19604,30737
19605,30738
19606,30738
19607,30738
19608,30738
19609,30738
19610,30738
19611,30738
19612,30738
19613,30738
19614,30738
19615,30738
19616,30738
19617,30739
19618,30739
19619,30739
19620,30740
19621,30740
19622,30740
19623,30740
19624,30740
19625,30740
19626,30740
19627,30740
19628,30745
19629,30745
19630,30745
19631,30745
19632,30745
19633,30745
19634,30747
19635,30747
19636,30747
19637,30747
19638,30747
19639,30747
19640,30748
19641,30749
19642,30749
19643,30749
19644,30750
19645,30750
19646,30750
19647,30755
19648,30755
19649,30755
19650,30757
19651,30757
19652,30757
19653,30757
19654,30757
19655,30760
19656,30760
19657,30760
19658,30763
19659,30763
19660,30763
19661,30763
19662,30763
19663,30763
19664,30766
19665,30766
19666,30766
19667,30766
19668,30766
19669,30767
19670,30767
19671,30768
19672,30768
19673,30768
19674,30768
19675,30769
19676,30770
19677,30770
19678,30770
19679,30770
19680,30770
19681,30778
19682,30779
19683,30780
19684,30780
19685,30780
19686,30780
19687,30780
19688,30780
19689,30780
19690,30780
19691,30780
19692,30780
19693,30780
19694,30780
19695,30780
19696,30780
19697,30783
19698,30783
19699,30783
19700,30783
19701,30783
19702,30783
19703,30783
19704,30783
19705,30783
19706,30784
19707,30784
19708,30784
19709,30784
19710,30784
19711,30784
19712,30784
19713,30784
19714,30784
19715,30784
19716,30784
19717,30784
19718,30784
19719,30784
19720,30784
19721,30785
19722,30785
19723,30785
19724,30785
19725,30785
19726,30785
19727,30785
19728,30785
19729,30785
19730,30785
19731,30785
19732,30785
19733,30785
19734,30785
19735,30785
19736,30786
19737,30786
19738,30786
19739,30786
19740,30786
19741,30786
19742,30786
19743,30786
19744,30786
19745,30786
19746,30786
19747,30786
19748,30786
19749,30786
19750,30787
19751,30787
19752,30788
19753,30788
19754,30788
19755,30788
19756,30788
19757,30788
19758,30788
19759,30788
19760,30789
19761,30789
19762,30789
19763,30789
19764,30790
19765,30790
19766,30790
19767,30790
19768,30790
19769,30790
19770,30790
19771,30790
19772,30790
19773,30790
19774,30790
19775,30790
19776,30790
19777,30790
19778,30790
19779,30790
19780,30790
19781,30792
19782,30793
19783,30793
19784,30793
19785,30793
19786,30793
19787,30794
19788,30794
19789,30794
19790,30794
19791,30794
19792,30794
19793,30795
19794,30795
19795,30795
19796,30795
19797,30795
19798,30795
19799,30795
19800,30795
19801,30795
19802,30796
19803,30796
19804,30796
19805,30796
19806,30796
19807,30796
19808,30796
19809,30796
19810,30796
19811,30796
19812,30796
19813,30796
19814,30797
19815,30797
19816,30797
19817,30797
19818,30797
19819,30797
19820,30797
19821,30797
19822,30797
19823,30797
19824,30797
19825,30798
19826,30798
19827,30798
19828,30798
19829,30798
19830,30798
19831,30798
19832,30798
19833,30798
19834,30798
19835,30798
19836,30798
19837,30798
19838,30798
19839,30798
19840,30798
19841,30798
19842,30798
19843,30798
19844,30798
19845,30798
19846,30798
19847,30799
19848,30799
19849,30799
19850,30799
19851,30799
19852,30799
19853,30799
19854,30799
19855,30799
19856,30799
19857,30799
19858,30799
19859,30799
19860,30799
19861,30799
19862,30799
19863,30800
19864,30800
19865,30800
19866,30800
19867,30800
19868,30800
19869,30800
19870,30800
19871,30800
19872,30800
19873,30800
19874,30800
19875,30800
19876,30800
19877,30800
19878,30800
19879,30800
19880,30800
19881,30802
19882,30802
19883,30802
19884,30802
19885,30803
19886,30803
19887,30803
19888,30803
19889,30803
19890,30803
19891,30803
19892,30803
19893,30803
19894,30803
19895,30804
19896,30804
19897,30804
19898,30804
19899,30804
19900,30805
19901,30805
19902,30805
19903,30805
19904,30805
19905,30805
19906,30805
19907,30805
19908,30805
19909,30805
19910,30805
19911,30805
19912,30805
19913,30805
19914,30805
19915,30805
19916,30805
19917,30805
19918,30805
19919,30805
19920,30805
19921,30805
19922,30805
19923,30805
19924,30806
19925,30806
19926,30806
19927,30806
19928,30806
19929,30806
19930,30806
19931,30806
19932,30806
19933,30806
19934,30806
19935,30806
19936,30806
19937,30806
19938,30806
19939,30806
19940,30807
19941,30807
19942,30807
19943,30807
19944,30807
19945,30807
19946,30807
19947,30807
19948,30807
19949,30807
19950,30807
19951,30808
19952,30808
19953,30808
19954,30808
19955,30808
19956,30808
19957,30808
19958,30809
19959,30809
19960,30809
19961,30810
19962,30810
19963,30810
19964,30810
19965,30810
19966,30810
19967,30812
19968,30812
19969,30812
19970,30812
19971,30812
19972,30812
19973,30812
19974,30812
19975,30812
19976,30812
19977,30812
19978,30812
19979,30812
19980,30812
19981,30813
19982,30813
19983,30814
19984,30814
19985,30814
19986,30814
19987,30814
19988,30814
19989,30814
19990,30814
19991,30814
19992,30814
19993,30815
19994,30815
19995,30815
19996,30815
19997,30815
19998,30815
19999,30815
20000,30816
20001,30816
20002,30816
20003,30816
20004,30816
20005,30816
20006,30816
20007,30816
20008,30816
20009,30816
20010,30817
20011,30817
20012,30817
20013,30817
20014,30817
20015,30817
20016,30817
20017,30817
20018,30817
20019,30817
20020,30817
20021,30817
20022,30817
20023,30817
20024,30817
20025,30817
20026,30817
20027,30817
20028,30817
20029,30818
20030,30818
20031,30818
20032,30818
20033,30818
20034,30818
20035,30818
20036,30818
20037,30818
20038,30818
20039,30818
20040,30818
20041,30818
20042,30818
20043,30818
20044,30818
20045,30818
20046,30818
20047,30818
20048,30818
20049,30818
20050,30818
20051,30818
20052,30820
20053,30820
20054,30820
20055,30820
20056,30820
20057,30820
20058,30820
20059,30820
20060,30820
20061,30820
20062,30820
20063,30820
20064,30820
20065,30820
20066,30823
20067,30824
20068,30824
20069,30824
20070,30824
20071,30825
20072,30825
20073,30825
20074,30825
20075,30825
20076,30825
20077,30825
20078,30825
20079,30825
20080,30825
20081,30826
20082,30826
20083,30826
20084,30826
20085,30826
20086,30826
20087,30826
20088,30826
20089,30826
20090,30826
20091,30826
20092,30826
20093,30826
20094,30826
20095,30826
20096,30826
20097,30826
20098,30826
20099,30826
20100,30827
20101,30827
20102,30827
20103,30827
20104,30827
20105,30827
20106,30828
20107,30828
20108,30828
20109,30828
20110,30828
20111,30828
20112,30828
20113,30828
20114,30829
20115,30829
20116,30829
20117,30829
20118,30830
20119,30830
20120,30830
20121,30830
20122,30830
20123,30830
20124,30830
20125,30830
20126,30830
20127,30830
20128,30830
20129,30830
20130,30830
20131,30830
20132,30830
20133,30830
20134,30830
20135,30830
20136,30830
20137,30830
20138,30830
20139,30832
20140,30832
20141,30832
20142,30832
20143,30832
20144,30832
20145,30833
20146,30833
20147,30833
20148,30833
20149,30833
20150,30833
20151,30833
20152,30834
20153,30834
20154,30834
20155,30834
20156,30834
20157,30834
20158,30835
20159,30835
20160,30835
20161,30835
20162,30835
20163,30835
20164,30835
20165,30835
20166,30835
20167,30835
20168,30835
20169,30836
20170,30836
20171,30836
20172,30836
20173,30836
20174,30836
20175,30836
20176,30836
20177,30836
20178,30836
20179,30836
20180,30836
20181,30836
20182,30837
20183,30837
20184,30838
20185,30838
20186,30838
20187,30838
20188,30838
20189,30838
20190,30838
20191,30838
20192,30838
20193,30838
20194,30838
20195,30838
20196,30838
20197,30839
20198,30839
20199,30840
20200,30840
20201,30840
20202,30840
20203,30840
20204,30840
20205,30840
20206,30840
20207,30840
20208,30840
20209,30840
20210,30840
20211,30840
20212,30840
20213,30840
20214,30840
20215,30840
20216,30840
20217,30843
20218,30843
20219,30843
20220,30843
20221,30843
20222,30843
20223,30844
20224,30844
20225,30844
20226,30844
20227,30844
20228,30844
20229,30844
20230,30844
20231,30844
20232,30844
20233,30844
20234,30844
20235,30844
20236,30844
20237,30844
20238,30844
20239,30844
20240,30844
20241,30844
20242,30844
20243,30845
20244,30845
20245,30845
20246,30845
20247,30846
20248,30846
20249,30846
20250,30846
20251,30846
20252,30846
20253,30846
20254,30846
20255,30846
20256,30846
20257,30846
20258,30846
20259,30846
20260,30846
20261,30846
20262,30846
20263,30846
20264,30846
20265,30846
20266,30846
20267,30846
20268,30847
20269,30847
20270,30847
20271,30847
20272,30847
20273,30847
20274,30847
20275,30847
20276,30847
20277,30847
20278,30847
20279,30847
20280,30847
20281,30847
20282,30847
20283,30847
20284,30847
20285,30847
20286,30847
20287,30847
20288,30847
20289,30847
20290,30847
20291,30847
20292,30847
20293,30849
20294,30850
20295,30850
20296,30850
20297,30850
20298,30851
20299,30852
20300,30852
20301,30853
20302,30854
20303,30854
20304,30855
20305,30858
20306,30860
20307,30860
20308,30860
20309,30860
20310,30860
20311,30861
20312,30861
20313,30861
20314,30861
20315,30862
20316,30866
20317,30866
20318,30867
20319,30868
20320,30869
20321,30870
20322,30870
20323,30870
20324,30870
20325,30870
20326,30870
20327,30870
20328,30870
20329,30870
20330,30870
20331,30870
20332,30870
20333,30870
20334,30870
20335,30870
20336,30870
20337,30870
20338,30870
20339,30870
20340,30870
20341,30870
20342,30870
20343,30870
20344,30870
20345,30870
20346,30870
20347,30871
20348,30874
20349,30874
20350,30875
20351,30875
20352,30876
20353,30877
20354,30880
20355,30880
20356,30880
20357,30881
20358,30881
20359,30883
20360,30883
20361,30883
20362,30883
20363,30884
20364,30884
20365,30885
20366,30885
20367,30886
20368,30886
20369,30886
20370,30886
20371,30890
20372,30890
20373,30890
20374,30890
20375,30890
20376,30890
20377,30890
20378,30890
20379,30890
20380,30890
20381,30890
20382,30890
20383,30890
20384,30890
20385,30892
20386,30892
20387,30892
20388,30893
20389,30893
20390,30893
20391,30893
20392,30893
20393,30893
20394,30894
20395,30894
20396,30895
20397,30895
20398,30895
20399,30895
20400,30895
20401,30895
20402,30895
20403,30896
20404,30897
20405,30897
20406,30898
20407,30900
20408,30900
20409,30900
20410,30900
20411,30900
20412,30900
20413,30900
20414,30900
20415,30900
20416,30900
20417,30900
20418,30900
20419,30900
20420,30900
20421,30900
20422,30900
20423,30900
20424,30900
20425,30900
20426,30900
20427,30900
20428,30900
20429,30900
20430,30900
20431,30900
20432,30900
20433,30900
20434,30900
20435,30900
20436,30900
20437,30900
20438,30900
20439,30900
20440,30900
20441,30900
20442,30900
20443,30900
20444,30900
20445,30900
20446,30900
20447,30900
20448,30900
20449,30900
20450,30900
20451,30900
20452,30900
20453,30900
20454,30900
20455,30900
20456,30902
20457,30902
20458,30902
20459,30902
20460,30902
20461,30902
20462,30902
20463,30902
20464,30902
20465,30902
20466,30902
20467,30902
20468,30902
20469,30902
20470,30902
20471,30902
20472,30902
20473,30902
20474,30902
20475,30902
20476,30902
20477,30902
20478,30902
20479,30903
20480,30903
20481,30903
20482,30903
20483,30903
20484,30903
20485,30903
20486,30903
20487,30903
20488,30903
20489,30903
20490,30903
20491,30903
20492,30903
20493,30904
20494,30904
20495,30904
20496,30904
20497,30904
20498,30904
20499,30904
20500,30904
20501,30904
20502,30904
20503,30904
20504,30904
20505,30904
20506,30904
20507,30904
20508,30904
20509,30904
20510,30904
20511,30904
20512,30905
20513,30905
20514,30905
20515,30905
20516,30905
20517,30905
20518,30905
20519,30905
20520,30905
20521,30905
20522,30905
20523,30905
20524,30905
20525,30905
20526,30906
20527,30906
20528,30906
20529,30906
20530,30906
20531,30906
20532,30906
20533,30906
20534,30906
20535,30906
20536,30906
20537,30906
20538,30906
20539,30906
20540,30906
20541,30907
20542,30907
20543,30907
20544,30907
20545,30907
20546,30907
20547,30907
20548,30907
20549,30910
20550,30910
20551,30910
20552,30910
20553,30910
20554,30910
20555,30910
20556,30910
20557,30910
20558,30910
20559,30910
20560,30910
20561,30910
20562,30910
20563,30910
20564,30910
20565,30910
20566,30910
20567,30910
20568,30910
20569,30910
20570,30910
20571,30910
20572,30910
20573,30910
20574,30910
20575,30910
20576,30910
20577,30910
20578,30911
20579,30911
20580,30911
20581,30911
20582,30911
20583,30911
20584,30911
20585,30911
20586,30911
20587,30911
20588,30911
20589,30911
20590,30911
20591,30911
20592,30911
20593,30911
20594,30911
20595,30911
20596,30911
20597,30911
20598,30911
20599,30911
20600,30911
20601,30911
20602,30911
20603,30911
20604,30911
20605,30913
20606,30913
20607,30913
20608,30913
20609,30913
20610,30913
20611,30913
20612,30913
20613,30913
20614,30913
20615,30914
20616,30914
20617,30914
20618,30914
20619,30914
20620,30914
20621,30914
20622,30914
20623,30914
20624,30914
20625,30914
20626,30914
20627,30914
20628,30914
20629,30914
20630,30914
20631,30914
20632,30914
20633,30914
20634,30914
20635,30914
20636,30914
20637,30914
20638,30914
20639,30914
20640,30914
20641,30914
20642,30915
20643,30915
20644,30915
20645,30915
20646,30915
20647,30915
20648,30915
20649,30915
20650,30915
20651,30915
20652,30915
20653,30915
20654,30915
20655,30915
20656,30915
20657,30915
20658,30915
20659,30915
20660,30915
20661,30915
20662,30915
20663,30915
20664,30915
20665,30915
20666,30916
20667,30916
20668,30916
20669,30916
20670,30916
20671,30916
20672,30916
20673,30916
20674,30917
20675,30917
20676,30917
20677,30917
20678,30917
20679,30917
20680,30917
20681,30917
20682,30917
20683,30917
20684,30917
20685,30917
20686,30917
20687,30917
20688,30917
20689,30917
20690,30917
20691,30917
20692,30917
20693,30917
20694,30917
20695,30917
20696,30918
20697,30918
20698,30918
20699,30918
20700,30918
20701,30918
20702,30918
20703,30918
20704,30918
20705,30918
20706,30918
20707,30918
20708,30918
20709,30918
20710,30918
20711,30918
20712,30919
20713,30919
20714,30919
20715,30919
20716,30919
20717,30919
20718,30919
20719,30919
20720,30919
20721,30919
20722,30919
20723,30919
20724,30919
20725,30919
20726,30919
20727,30919
20728,30919
20729,30919
20730,30919
20731,30919
20732,30919
20733,30919
20734,30920
20735,30923
20736,30923
20737,30923
20738,30923
20739,30923
20740,30924
20741,30924
20742,30924
20743,30924
20744,30924
20745,30925
20746,30925
20747,30925
20748,30925
20749,30925
20750,30925
20751,30925
20752,30925
20753,30926
20754,30926
20755,30926
20756,30926
20757,30926
20758,30926
20759,30926
20760,30927
20761,30927
20762,30927
20763,30927
20764,30930
20765,30933
20766,30933
20767,30933
20768,30933
20769,30933
20770,30933
20771,30934
20772,30934
20773,30934
20774,30934
20775,30934
20776,30934
20777,30934
20778,30935
20779,30935
20780,30935
20781,30935
20782,30935
20783,30935
20784,30935
20785,30935
20786,30935
20787,30935
20788,30935
20789,30935
20790,30935
20791,30936
20792,30936
20793,30936
20794,30937
20795,30937
20796,30937
20797,30937
20798,30937
20799,30937
20800,30940
20801,30940
20802,30940
20803,30940
20804,30940
20805,30940
20806,30940
20807,30940
20808,30940
20809,30940
20810,30940
20811,30940
20812,30940
20813,30943
20814,30943
20815,30943
20816,30943
20817,30943
20818,30943
20819,30943
20820,30943
20821,30943
20822,30943
20823,30943
20824,30943
20825,30944
20826,30944
20827,30944
20828,30944
20829,30944
20830,30944
20831,30944
20832,30944
20833,30944
20834,30945
20835,30945
20836,30945
20837,30945
20838,30945
20839,30945
20840,30946
20841,30946
20842,30946
20843,30946
20844,30946
20845,30946
20846,30946
20847,30950
20848,30953
20849,30953
20850,30953
20851,30953
20852,30954
20853,30954
20854,30954
20855,30954
20856,30954
20857,30954
20858,30955
20859,30955
20860,30955
20861,30956
20862,30956
20863,30956
20864,30956
20865,30957
20866,30957
20867,30957
20868,30957
20869,30957
20870,30957
20871,30957
20872,30957
20873,30960
20874,30963
20875,30963
20876,30963
20877,30963
20878,30963
20879,30963
20880,30963
20881,30963
20882,30963
20883,30964
20884,30964
20885,30965
20886,30965
20887,30965
20888,30965
20889,30965
20890,30965
20891,30965
20892,30965
20893,30965
20894,30965
20895,30966
20896,30966
20897,30966
20898,30966
20899,30966
20900,30966
20901,30966
20902,30967
20903,30967
20904,30967
20905,30967
20906,30967
20907,30967
20908,30967
20909,30970
20910,30970
20911,30970
20912,30973
20913,30973
20914,30973
20915,30973
20916,30973
20917,30973
20918,30973
20919,30973
20920,30973
20921,30973
20922,30973
20923,30973
20924,30973
20925,30973
20926,30973
20927,30973
20928,30974
20929,30974
20930,30974
20931,30974
20932,30974
20933,30974
20934,30974
20935,30974
20936,30974
20937,30974
20938,30974
20939,30975
20940,30975
20941,30975
20942,30975
20943,30975
20944,30975
20945,30975
20946,30975
20947,30976
20948,30976
20949,30976
20950,30976
20951,30976
20952,30976
20953,30976
20954,30977
20955,30977
20956,30977
20957,30977
20958,30980
20959,30980
20960,30980
20961,30980
20962,30982
20963,30982
20964,30982
20965,30983
20966,30983
20967,30983
20968,30983
20969,30983
20970,30983
20971,30983
20972,30983
20973,30983
20974,30983
20975,30983
20976,30983
20977,30983
20978,30983
20979,30983
20980,30983
20981,30984
20982,30984
20983,30984
20984,30984
20985,30984
20986,30984
20987,30984
20988,30984
20989,30984
20990,30984
20991,30984
20992,30984
20993,30984
20994,30984
20995,30984
20996,30985
20997,30985
20998,30985
20999,30985
21000,30985
21001,30985
21002,30985
21003,30985
21004,30985
21005,30985
21006,30985
21007,30985
21008,30985
21009,30985
21010,30985
21011,30986
21012,30986
21013,30986
21014,30986
21015,30986
21016,30986
21017,30986
21018,30986
21019,30986
21020,30986
21021,30987
21022,30987
21023,30987
21024,30987
21025,30987
21026,30987
21027,30988
21028,30988
21029,30990
21030,30990
21031,30990
21032,30990
21033,30990
21034,30990
21035,30990
21036,30990
21037,30992
21038,30992
21039,30992
21040,30992
21041,30992
21042,30992
21043,30992
21044,30992
21045,30992
21046,30992
21047,30992
21048,30992
21049,30993
21050,30993
21051,30993
21052,30993
21053,30993
21054,30993
21055,30993
21056,30993
21057,30993
21058,30993
21059,30994
21060,30994
21061,30994
21062,30994
21063,30994
21064,30994
21065,30994
21066,30994
21067,30995
21068,30995
21069,30995
21070,30995
21071,30995
21072,30995
21073,30996
21074,30996
21075,30996
21076,30996
21077,30996
21078,30996
21079,30996
21080,30996
21081,30996
21082,30997
21083,30997
21084,30997
21085,30997
21086,30997
21087,30997
21088,30997
21089,30997
21090,30997
21091,31000
21092,31000
21093,31000
21094,31000
21095,31000
21096,31000
21097,31020
21098,31020
21099,31020
21100,31020
21101,31020
21102,31020
21103,31020
21104,31020
21105,31020
21106,31020
21107,31020
21108,31029
21109,31030
21110,31030
21111,31030
21112,31034
21113,31034
21114,31034
21115,31034
21116,31034
21117,31034
21118,31050
21119,31050
21120,31050
21121,31050
21122,31050
21123,31050
21124,31050
21125,31054
21126,31054
21127,31054
21128,31054
21129,31054
21130,31054
21131,31054
21132,31054
21133,31054
21134,31054
21135,31054
21136,31054
21137,31060
21138,31060
21139,31060
21140,31060
21141,31060
21142,31060
21143,31060
21144,31060
21145,31060
21146,31060
21147,31060
21148,31063
21149,31063
21150,31063
21151,31063
21152,31063
21153,31063
21154,31063
21155,31063
21156,31063
21157,31063
21158,31063
21159,31063
21160,31063
21161,31063
21162,31063
21163,31063
21164,31063
21165,31063
21166,31063
21167,31063
21168,31063
21169,31064
21170,31064
21171,31064
21172,31064
21173,31064
21174,31064
21175,31064
21176,31064
21177,31064
21178,31064
21179,31064
21180,31064
21181,31064
21182,31064
21183,31064
21184,31064
21185,31065
21186,31065
21187,31065
21188,31065
21189,31065
21190,31065
21191,31065
21192,31065
21193,31065
21194,31065
21195,31065
21196,31065
21197,31065
21198,31065
21199,31065
21200,31065
21201,31065
21202,31065
21203,31065
21204,31065
21205,31065
21206,31065
21207,31065
21208,31065
21209,31066
21210,31066
21211,31066
21212,31066
21213,31066
21214,31066
21215,31066
21216,31066
21217,31066
21218,31066
21219,31066
21220,31066
21221,31066
21222,31066
21223,31066
21224,31066
21225,31066
21226,31066
21227,31066
21228,31066
21229,31066
21230,31066
21231,31067
21232,31074
21233,31074
21234,31074
21235,31074
21236,31074
21237,31074
21238,31074
21239,31074
21240,31074
21241,31075
21242,31075
